,Tract,FIPS,Area (Land),Total Population:,% Total Population: White Alone,% Total Population: Black or African American Alone,Population 25 Years and Over:,Civilian Population in Labor Force 16 Years and Over:,% Civilian Population in Labor Force 16 Years and Over: Employed,% Civilian Population in Labor Force 16 Years and Over: Unemployed,Households:,% Households: with Social Security Income,% Households: No Social Security Income,% Total: No Health Insurance Coverage,% Total: with Health Insurance Coverage,% Total: with Health Insurance Coverage: Public Health Coverage,% Total: with Health Insurance Coverage: Private Health Insurance,"% Households: Less than $39,999","% Households: $40,000 to $74,999","% Households: $75,000 or More",% High School or Less,% Bachelor's or More,Life Expectancy
1466,DuPage County 8455.09,17043845509,1801142,3652,54.98,2.66,2554,1863,100.0,0.0,1303,18.27,81.73,2.54,97.46,17.94,87.8,6.9,21.95,71.15,12.93,57.57000000000001,81.6
1467,DuPage County 8455.10,17043845510,1273781,3512,56.61,7.0,2702,2080,96.2,3.8,1582,23.7,76.3,6.98,93.02,23.86,77.08,18.139999999999997,33.5,48.36,16.95,58.660000000000004,81.1
1468,DuPage County 8456.01,17043845601,2224922,4474,86.57,5.68,3157,2689,97.51,2.49,1757,19.35,80.65,7.93,92.07,21.84,82.52,22.31,22.31,55.38,25.44,47.51,82.0
1469,DuPage County 8456.02,17043845602,2668457,4702,82.01,8.66,3279,2658,96.76,3.24,1973,27.88,72.12,4.62,95.38,21.63,87.41,22.36,21.09,56.56,17.63,45.980000000000004,80.9
1470,DuPage County 8457.01,17043845701,2647049,4370,93.91,0.41,3035,2350,98.34,1.66,1593,28.56,71.44,1.49,98.51,21.37,89.73,12.49,20.200000000000003,67.28999999999999,19.64,51.38999999999999,81.8
1471,DuPage County 8457.02,17043845702,3375068,4548,91.84,0.0,3134,2492,96.67,3.33,1587,25.83,74.17,1.23,98.77,19.77,90.59,8.94,16.32,74.73,13.780000000000001,64.46,80.2
1472,DuPage County 8457.03,17043845703,2230005,4428,70.8,10.28,3239,2414,93.79,6.21,1813,25.59,74.41,2.87,97.13,25.7,84.87,17.82,26.37,55.81,17.01,51.910000000000004,81.9
1473,DuPage County 8457.04,17043845704,2454684,4958,84.07,8.49,3499,2502,93.05,6.95,2116,34.64,65.36,3.51,96.49,30.48,80.13,20.790000000000003,34.22,45.0,29.1,48.07,77.0
1474,DuPage County 8458.02,17043845802,2786583,3523,86.26,3.12,2819,1829,93.93,6.07,1605,37.94,62.06,9.28,90.72,31.31,79.22,11.910000000000002,29.150000000000002,58.95,25.470000000000002,47.64,83.4
1475,DuPage County 8458.03,17043845803,24665615,4762,67.22,17.28,3702,2935,93.05,6.95,2083,35.57,64.43,7.54,92.46,29.63,77.76,27.619999999999997,26.549999999999997,45.86,20.15,37.82,79.6
1476,DuPage County 8458.05,17043845805,4458706,4033,81.73,0.0,3090,2285,96.5,3.5,1641,39.61,60.39,1.91,98.09,26.98,80.54,17.68,19.990000000000002,62.339999999999996,21.259999999999998,43.239999999999995,85.0
1477,DuPage County 8458.07,17043845807,6036296,6400,79.89,3.78,4656,3524,94.69,5.31,2586,33.18,66.82,2.42,97.58,26.41,84.19,19.57,16.28,64.15,19.61,57.519999999999996,82.8
1478,DuPage County 8458.08,17043845808,3548325,3414,70.47,2.43,2514,1913,94.35,5.65,1249,20.58,79.42,1.46,98.54,15.91,93.2,6.88,10.81,82.31,15.99,59.94,82.7
1479,DuPage County 8458.09,17043845809,3697924,4578,71.19,12.28,3127,2326,98.41,1.59,1572,32.7,67.3,4.41,95.59,27.22,80.34,8.85,24.04,67.12,23.279999999999998,48.29,79.6
1480,DuPage County 8458.10,17043845810,1853821,3974,80.55,4.38,2887,2254,99.16,0.84,1746,30.18,69.82,8.63,91.37,30.37,73.75,33.96,22.34,43.699999999999996,26.39,38.410000000000004,79.5
1481,DuPage County 8458.11,17043845811,2611002,3359,81.75,6.94,2363,1704,98.77,1.23,1353,30.23,69.77,7.65,92.35,27.18,78.18,28.15,17.509999999999998,54.32000000000001,25.9,42.96,80.0
1482,DuPage County 8459.01,17043845901,5978299,3311,77.89,0.0,2436,1604,95.57,4.43,1205,41.74,58.26,3.08,96.92,30.63,79.1,12.530000000000001,18.59,68.88,13.129999999999999,52.14,85.7
1483,DuPage County 8459.02,17043845902,8579626,3616,76.85,3.51,2712,1657,94.63,5.37,1295,45.33,54.67,7.6,92.4,38.08,74.54,17.060000000000002,20.619999999999997,62.31,26.99,46.019999999999996,78.3
1484,DuPage County 8460.02,17043846002,8320265,4500,85.44,4.04,3665,2581,95.7,4.3,2538,38.77,61.23,8.24,91.76,30.87,78.36,31.8,22.61,45.599999999999994,16.67,48.56,81.4
1485,DuPage County 8460.03,17043846003,3328432,4033,84.7,1.36,2878,2478,93.26,6.74,1758,22.58,77.42,3.95,96.05,19.16,86.39,21.380000000000003,26.68,51.940000000000005,20.740000000000002,50.699999999999996,79.6
1486,DuPage County 8460.04,17043846004,4469813,3608,86.7,4.63,2847,1808,97.12,2.88,1658,45.42,54.58,2.08,97.92,35.16,81.29,26.06,22.200000000000003,51.75,25.33,43.95,82.2
1487,DuPage County 8461.03,17043846103,3331371,5203,83.39,3.61,3310,2710,94.58,5.42,1857,29.94,70.06,3.04,96.96,23.75,82.78,12.97,18.14,68.87,8.67,61.900000000000006,84.1
1488,DuPage County 8461.04,17043846104,3613544,4453,77.41,4.11,2731,2226,94.97,5.03,1488,16.67,83.33,4.88,95.12,17.53,84.41,11.01,15.66,73.33000000000001,16.369999999999997,58.16,81.7
1489,DuPage County 8461.05,17043846105,2566657,3943,74.06,1.88,2590,2083,96.16,3.84,1388,24.14,75.86,6.37,93.63,17.5,84.55,12.17,15.700000000000001,72.12,13.93,70.5,84.1
1490,DuPage County 8461.06,17043846106,5167128,3974,77.03,1.61,2880,2077,94.17,5.83,1554,29.92,70.08,1.06,98.94,23.63,87.97,11.469999999999999,17.77,70.78,14.58,60.519999999999996,83.0
1491,DuPage County 8462.02,17043846202,3079083,6292,65.91,3.19,3754,3438,96.07,3.93,2364,18.23,81.77,2.15,97.85,15.7,91.75,15.270000000000001,13.719999999999999,71.02999999999999,6.680000000000001,73.28,84.1
1492,DuPage County 8462.03,17043846203,3477994,4055,76.42,1.45,3058,2128,96.52,3.48,1471,34.13,65.87,2.99,97.01,25.96,88.98,8.5,10.67,80.83,13.9,64.36,82.5
1493,DuPage County 8462.06,17043846206,2135145,4260,83.62,2.98,2674,2357,97.71,2.29,1486,20.46,79.54,2.14,97.86,17.82,87.02,16.29,14.54,69.18,15.71,56.81,86.2
1494,DuPage County 8462.07,17043846207,2741910,5624,84.17,3.66,3786,3065,95.6,4.4,1888,25.21,74.79,0.66,99.34,15.04,93.66,7.18,10.760000000000002,82.03999999999999,11.459999999999999,67.67,81.5
1495,DuPage County 8462.08,17043846208,2385635,3404,87.4,0.0,2343,1856,94.99,5.01,1206,31.01,68.99,0.0,100.0,19.27,95.62,2.5700000000000003,12.020000000000001,85.41,7.93,71.61000000000001,80.5
1496,DuPage County 8462.09,17043846209,2277165,4302,89.01,0.35,2545,2192,97.58,2.42,1314,35.69,64.31,2.29,97.71,20.39,93.84,9.59,12.25,78.17,4.5600000000000005,74.07000000000001,83.1
1497,DuPage County 8463.04,17043846304,10854631,5692,62.17,0.95,4188,3147,95.77,4.23,2007,30.54,69.46,2.21,97.79,21.52,88.77,8.23,18.93,72.85,11.870000000000001,73.32999999999998,86.5
1498,DuPage County 8463.05,17043846305,4121864,5376,81.94,3.57,3994,3162,97.47,2.53,2102,27.83,72.17,3.39,96.61,24.11,84.69,18.99,17.13,63.89,21.15,37.03,80.0
1499,DuPage County 8463.07,17043846307,3248711,4417,67.53,6.95,3081,2559,94.1,5.9,1889,16.94,83.06,5.9,94.1,27.36,75.24,33.08,19.91,47.010000000000005,28.11,42.79,81.9
1500,DuPage County 8463.10,17043846310,1261440,4820,62.53,16.72,3050,2925,93.81,6.19,1722,19.11,80.89,13.76,86.24,22.63,70.68,32.34,28.58,39.07,36.07,33.34,78.2
1501,DuPage County 8463.12,17043846312,2238118,5215,71.58,4.85,4043,3530,93.88,6.12,2814,12.47,87.53,8.9,91.1,18.64,78.08,15.840000000000002,27.47,56.70000000000001,13.43,56.55,78.8
1502,DuPage County 8463.13,17043846313,4430751,4817,76.0,4.48,3828,3433,95.16,4.84,2222,19.17,80.83,9.84,90.16,19.06,80.94,9.78,18.589999999999996,71.64999999999999,9.87,61.06,80.5
1503,DuPage County 8463.14,17043846314,2407836,3618,84.99,2.38,2755,2433,95.44,4.56,1613,20.09,79.91,1.85,98.15,12.35,94.5,5.5200000000000005,24.43,70.05,11.940000000000001,57.97,80.7
1504,DuPage County 8463.15,17043846315,3097465,3957,90.65,1.97,2901,2127,96.94,3.06,1528,36.32,63.68,2.05,97.95,21.66,90.3,10.47,19.43,70.1,18.2,49.75,80.8
1505,DuPage County 8464.04,17043846404,2798482,6094,76.09,8.86,4360,3515,95.56,4.44,2730,24.58,75.42,2.73,97.27,25.45,82.23,19.859999999999996,27.57,52.57,19.610000000000003,48.97,78.9
1506,DuPage County 8464.05,17043846405,6951686,3968,71.42,2.49,2831,1855,99.03,0.97,1675,34.99,65.01,1.51,98.49,23.84,88.0,22.16,20.42,57.43,12.120000000000001,58.67,80.8
1507,DuPage County 8464.09,17043846409,7100215,4588,70.14,6.04,3011,2617,92.93,7.07,1576,16.37,83.63,2.03,97.97,17.2,90.52,3.2299999999999995,20.31,76.44999999999999,15.950000000000001,54.839999999999996,79.9
1508,DuPage County 8464.10,17043846410,2191624,5089,57.52,14.52,3634,3093,98.93,1.07,2263,20.06,79.94,3.36,96.64,20.48,82.59,18.16,31.509999999999998,50.33,21.85,56.68999999999999,76.5
1509,DuPage County 8464.11,17043846411,5778827,5198,44.9,9.83,3325,3038,93.09,6.91,1971,12.02,87.98,3.83,96.17,13.08,87.02,9.940000000000001,20.65,69.41000000000001,12.45,65.77,79.8
1510,DuPage County 8464.12,17043846412,2509570,4685,72.25,6.15,3633,2815,98.47,1.53,1858,17.92,82.08,2.86,97.14,14.63,91.21,5.65,28.26,66.09,21.66,59.48,79.2
1511,DuPage County 8464.13,17043846413,5354771,3569,68.79,4.62,2734,1997,93.49,6.51,1602,21.66,78.34,0.83,99.17,28.51,84.93,9.99,35.34,54.68,15.58,62.730000000000004,82.0
1512,DuPage County 8465.04,17043846504,4622640,6081,89.0,1.76,4179,3106,96.62,3.38,2411,33.89,66.11,12.65,87.35,27.73,71.7,34.85,13.280000000000001,51.88,23.83,51.81,83.3
1513,DuPage County 8465.09,17043846509,3384996,5624,41.63,17.0,3737,3310,100.0,0.0,2342,14.94,85.06,4.4,95.6,17.25,83.79,12.86,28.09,59.050000000000004,19.77,49.63,79.5
1514,DuPage County 8465.10,17043846510,1960116,3789,56.58,6.2,2336,2241,90.85,9.15,1369,5.19,94.81,3.46,96.54,10.64,88.55,12.49,31.91,55.59,17.64,55.87,80.0
1515,DuPage County 8465.13,17043846513,1836287,2895,59.76,9.08,1862,1362,94.86,5.14,944,20.44,79.56,3.04,96.96,25.11,80.62,18.54,16.31,65.14,11.97,67.35,81.4
1516,DuPage County 8465.14,17043846514,3526469,3917,43.71,10.06,2432,2290,96.51,3.49,1267,6.79,93.21,3.98,96.02,10.85,87.06,3.39,11.28,85.30999999999999,9.629999999999999,65.95,80.5
1517,DuPage County 8465.18,17043846518,2464478,2976,72.78,4.77,2010,1773,91.09,8.91,1027,19.38,80.62,6.38,93.62,11.42,86.63,6.62,16.75,76.63,10.0,69.30000000000001,81.2
1518,DuPage County 8465.19,17043846519,4562654,3094,52.39,6.46,2175,1983,95.36,4.64,1293,12.53,87.47,2.71,97.29,22.5,82.74,25.060000000000002,15.32,59.63,10.85,64.58999999999999,81.0
1519,DuPage County 8465.21,17043846521,3317143,5004,80.4,5.22,3505,2711,97.16,2.84,1873,29.52,70.48,1.02,98.98,19.82,93.38,6.84,13.51,79.66,11.41,69.05,83.5
1520,DuPage County 8465.22,17043846522,2079311,3936,53.33,5.97,2445,2166,98.25,1.75,1484,12.33,87.67,1.91,98.09,12.12,90.45,11.39,11.73,76.88,7.15,73.33000000000001,78.2
1521,DuPage County 8465.23,17043846523,2116994,2687,96.13,0.45,1818,1422,95.5,4.5,907,24.04,75.96,1.08,98.92,20.88,91.66,9.04,7.84,83.13,6.4399999999999995,69.58,80.7
1522,DuPage County 8465.24,17043846524,11603845,5149,58.71,5.19,3332,2716,96.02,3.98,1755,20.23,79.77,2.18,97.82,15.65,91.38,8.77,21.810000000000002,69.39999999999999,13.47,64.07,82.9
1523,DuPage County 8466.03,17043846603,1124782,3789,48.56,2.14,2275,2058,93.97,6.03,1219,20.51,79.49,12.85,87.15,30.4,63.95,36.74999999999999,26.65,36.589999999999996,57.540000000000006,17.01,80.2
1524,DuPage County 8466.04,17043846604,3224758,4213,59.89,3.7,2846,2579,96.7,3.3,1414,30.83,69.17,12.25,87.75,32.95,62.64,20.37,27.939999999999998,51.69,46.480000000000004,23.08,79.6
1525,DuPage County 8467.01,17043846701,2104606,4562,64.62,1.4,2936,2602,95.66,4.34,1544,34.78,65.22,11.6,88.4,36.08,60.17,33.29,23.7,43.010000000000005,61.879999999999995,13.83,80.2
1526,DuPage County 8467.02,17043846702,8149486,4237,65.02,6.16,2623,2208,90.53,9.47,1256,30.81,69.19,10.24,89.76,39.75,64.01,21.11,29.689999999999998,49.199999999999996,48.949999999999996,23.75,81.3
1527,Edgar County 0701.00,17045070100,409886453,2594,95.07,0.89,1884,1274,95.45,4.55,1060,31.6,68.4,2.78,97.22,38.94,72.92,32.650000000000006,21.89,45.47,36.68,22.03,74.5
1528,Edgar County 0702.00,17045070200,604783638,1899,96.1,0.0,1376,973,92.19,7.81,841,44.0,56.0,7.69,92.31,44.23,63.88,31.17,35.67,33.17,50.22,13.95,79.8
1529,Edgar County 0703.00,17045070300,49364359,3626,99.78,0.08,2744,1853,96.65,3.35,1699,44.61,55.39,8.63,91.37,51.21,62.38,43.14,35.370000000000005,21.48,55.35,13.41,74.3
1530,Edgar County 0704.00,17045070400,33275811,5612,97.02,1.18,3941,2665,96.47,3.53,2701,39.17,60.83,3.48,96.52,43.91,66.73,42.12,29.47,28.400000000000002,50.11,18.4,75.4
1531,Edgar County 0705.00,17045070500,517090415,3541,96.39,1.86,2668,1729,94.51,5.49,1550,39.74,60.26,2.94,97.06,39.96,71.67,32.33,27.549999999999997,40.13,47.19,18.62,79.8
1532,Edwards County 9569.00,17047956900,289722767,2062,97.72,0.63,1484,985,94.82,5.18,864,43.63,56.37,7.76,92.24,40.83,69.25,30.660000000000004,30.319999999999997,39.010000000000005,37.730000000000004,11.93,75.7
1533,Edwards County 9570.00,17047957000,268786779,2101,97.33,0.0,1567,1034,96.71,3.29,935,35.61,64.39,7.66,92.34,36.89,73.77,27.71,33.69,38.61,37.65,14.87,83.0
1534,Edwards County 9571.00,17047957100,17502924,2268,95.72,0.66,1480,1071,85.71,14.29,957,37.1,62.9,3.12,96.88,46.21,67.62,47.650000000000006,22.770000000000003,29.58,51.290000000000006,12.51,77.4
1535,Effingham County 9501.00,17049950100,139893990,4323,96.55,0.49,2890,2525,98.3,1.7,1620,31.98,68.02,2.29,97.71,28.27,80.71,16.85,29.51,53.629999999999995,39.800000000000004,25.15,80.5
1536,Effingham County 9502.00,17049950200,267135620,4551,98.29,0.15,3145,2252,96.63,3.37,1872,27.78,72.22,5.05,94.95,24.26,82.27,26.33,25.160000000000004,48.5,30.59,32.98,77.8
1537,Effingham County 9503.00,17049950300,199483414,4115,99.88,0.0,3007,2149,98.28,1.72,1744,38.3,61.7,6.37,93.63,39.47,69.92,27.48,34.87,37.67,35.99,17.43,76.4
1538,Effingham County 9504.00,17049950400,227220690,3637,94.94,0.69,2514,1921,97.66,2.34,1464,38.87,61.13,5.78,94.22,36.97,71.87,38.519999999999996,34.09,27.390000000000004,58.64,10.78,78.9
1539,Effingham County 9505.00,17049950500,315551353,4555,98.16,0.0,3042,2394,97.66,2.34,1673,23.73,76.27,5.84,94.16,26.26,77.94,22.970000000000002,29.96,47.099999999999994,37.9,24.860000000000003,81.0
1540,Effingham County 9506.00,17049950600,31685350,5212,97.83,1.34,3826,2682,99.59,0.41,2341,41.78,58.22,1.38,98.62,43.63,74.83,31.83,30.83,37.34,36.04,22.97,77.7
1541,Effingham County 9507.00,17049950700,12911996,3673,92.38,1.06,2516,1581,97.15,2.85,1430,38.95,61.05,3.99,96.01,54.56,49.7,49.720000000000006,20.22,30.079999999999995,51.51,13.8,74.8
1542,Effingham County 9508.00,17049950800,46123421,4085,94.03,1.81,2570,2240,93.17,6.83,1712,24.77,75.23,13.73,86.27,41.01,54.62,44.93,32.64,22.43,42.53,21.240000000000002,74.0
1543,Fayette County 9505.00,17051950500,210727536,2938,99.93,0.07,2029,1261,92.47,7.53,1058,42.82,57.18,6.38,93.62,45.93,63.41,43.089999999999996,29.03,27.89,49.73,11.43,80.0
1544,Fayette County 9506.00,17051950600,354332593,2487,98.35,0.0,1744,1205,96.43,3.57,964,38.9,61.1,9.05,90.95,40.25,63.09,32.9,32.57,34.54,54.93,12.79,82.2
1545,Fayette County 9507.00,17051950700,449657977,4421,97.24,0.0,3004,1943,96.09,3.91,1584,38.01,61.99,9.68,90.32,40.24,62.34,41.21,20.700000000000003,38.07,53.03,11.65,87.8
1546,Fayette County 9508.00,17051950800,13463615,5006,80.56,17.7,3691,1608,95.21,4.79,1529,35.91,64.09,7.63,92.37,44.58,64.9,51.58,23.88,24.53,55.76,11.0,75.6
1547,Fayette County 9509.00,17051950900,8333251,1844,97.78,2.01,1241,905,96.91,3.09,818,33.37,66.63,7.39,92.61,52.35,52.06,56.97,23.84,19.2,55.599999999999994,10.629999999999999,68.3
1548,Fayette County 9511.00,17051951100,434156551,2988,96.42,0.0,2153,1449,96.62,3.38,1185,42.45,57.55,5.92,94.08,45.55,66.16,37.31,32.15,30.54,47.75,17.19,81.0
1549,Ford County 9616.00,17053961600,389468368,2004,95.56,0.4,1437,1073,91.24,8.76,918,30.39,69.61,6.54,93.46,45.84,62.49,41.94,24.51,33.56,46.07,16.28,75.4
1550,Ford County 9617.00,17053961700,433475633,2014,97.17,0.1,1393,1029,95.04,4.96,825,32.0,68.0,8.51,91.49,44.87,62.36,32.0,32.72,35.27,48.24,18.950000000000003,80.2
1551,Ford County 9618.00,17053961800,15793127,4229,91.7,1.87,2866,2037,98.13,1.87,1755,31.68,68.32,2.45,97.55,39.46,71.91,39.31,29.630000000000003,31.05,41.980000000000004,23.06,74.4
1552,Ford County 9619.00,17053961900,403349061,1485,89.49,0.0,1066,773,96.77,3.23,683,31.77,68.23,7.54,92.46,38.25,68.28,26.939999999999998,25.919999999999998,47.14999999999999,39.78,28.05,80.9
1553,Franklin County 0401.00,17055040100,99316780,2726,96.66,0.0,1938,1296,93.44,6.56,1114,38.33,61.67,3.52,96.48,39.25,76.34,33.93,29.62,36.459999999999994,37.41,18.68,74.5
1554,Franklin County 0402.00,17055040200,141106145,3207,98.41,0.34,2377,1507,97.08,2.92,1311,47.44,52.56,2.59,97.41,45.62,73.68,39.050000000000004,26.09,34.86,40.260000000000005,20.58,84.5
1555,Franklin County 0403.00,17055040300,17216316,3016,98.11,0.0,2147,1249,94.0,6.0,1361,47.32,52.68,6.28,93.72,61.96,47.94,56.72,25.49,17.770000000000003,37.629999999999995,15.040000000000001,74.2
1556,Franklin County 0404.00,17055040400,108935754,3827,95.45,1.52,2832,1771,94.97,5.03,1582,40.46,59.54,4.82,95.18,50.24,60.93,44.63,32.55,22.82,49.89,13.74,74.5
1557,Franklin County 0405.00,17055040500,76036482,3287,97.9,1.06,2184,1251,94.88,5.12,1285,43.11,56.89,4.64,95.36,48.87,63.39,46.22999999999999,23.66,30.11,38.09,20.14,76.8
1558,Franklin County 0406.00,17055040600,16666214,2848,93.96,3.27,2015,1348,88.65,11.35,1131,40.5,59.5,9.79,90.21,55.41,56.26,49.85,22.189999999999998,27.94,44.22,26.599999999999998,73.1
1559,Franklin County 0407.00,17055040700,55349959,4086,94.66,0.27,2938,1753,96.41,3.59,1822,40.72,59.28,7.15,92.85,49.74,58.65,42.11,28.690000000000005,29.210000000000004,41.93,21.810000000000002,71.5
1560,Franklin County 0408.00,17055040800,158231312,3591,97.83,1.03,2514,1676,93.79,6.21,1492,42.23,57.77,5.6,94.4,46.03,63.35,40.949999999999996,24.200000000000003,34.86,37.55,17.35,76.5
1561,Franklin County 0410.00,17055041000,4378535,2756,92.89,0.4,1958,1031,89.82,10.18,1210,37.52,62.48,3.0,97.0,65.46,41.36,58.42000000000001,26.86,14.709999999999999,51.43,10.73,73.3
1562,Franklin County 0411.00,17055041100,17961899,3122,99.52,0.0,2203,1498,83.18,16.82,1301,47.43,52.57,3.28,96.72,52.0,60.42,49.419999999999995,27.36,23.209999999999997,54.06,6.62,74.5
1563,Franklin County 0412.00,17055041200,355403798,3627,96.2,0.14,2582,1739,95.63,4.37,1521,35.7,64.3,10.81,89.19,39.95,66.25,36.550000000000004,26.56,36.879999999999995,45.94,14.79,74.9
1564,Fulton County 9528.00,17057952800,10988111,2328,97.08,0.64,1491,1151,93.4,6.6,940,26.49,73.51,4.24,95.76,35.71,77.31,36.6,31.810000000000002,31.600000000000005,40.44,25.69,76.3
1565,Fulton County 9529.00,17057952900,355751306,2994,98.93,0.0,2189,1539,96.04,3.96,1274,32.34,67.66,4.64,95.36,32.1,81.3,24.490000000000002,26.37,49.129999999999995,32.71,24.81,82.5
1566,Fulton County 9530.00,17057953000,401078528,2314,97.49,1.99,1693,1108,94.77,5.23,983,37.64,62.36,15.4,84.6,42.52,62.41,35.62,30.62,33.78,49.26,12.93,80.4
1567,Fulton County 9531.00,17057953100,485279466,2601,97.23,0.0,1784,1277,93.19,6.81,1047,35.05,64.95,4.0,96.0,39.48,70.36,35.33,34.38,30.279999999999998,49.099999999999994,14.35,80.0
1568,Fulton County 9532.00,17057953200,183106626,2688,93.9,2.94,1867,1326,95.02,4.98,1079,35.31,64.69,5.61,94.39,47.25,66.78,33.92,21.04,45.040000000000006,42.26,24.43,77.7
1569,Fulton County 9533.00,17057953300,14391185,3400,97.65,1.18,2605,1551,91.3,8.7,1514,45.38,54.62,3.32,96.68,40.41,79.56,28.190000000000005,25.83,45.96,39.0,30.48,77.9
1570,Fulton County 9534.00,17057953400,1855582,1730,93.76,0.06,1205,735,97.28,2.72,734,39.92,60.08,8.22,91.78,50.74,58.16,48.91,25.069999999999997,26.02,43.15,19.42,74.1
1571,Fulton County 9535.00,17057953500,27261240,4590,69.63,22.46,3573,1179,91.26,8.74,1058,47.64,52.36,3.59,96.41,56.97,51.66,55.19999999999999,25.050000000000004,19.76,51.89,7.949999999999999,77.8
1572,Fulton County 9536.00,17057953600,5852934,4277,97.8,1.15,3247,2226,91.33,8.67,2034,38.74,61.26,4.67,95.33,51.9,66.84,43.51,36.09,20.41,54.54,11.790000000000001,72.2
1573,Fulton County 9537.00,17057953700,358084610,2487,98.31,0.12,1879,1180,97.03,2.97,1099,43.49,56.51,7.44,92.56,41.05,72.74,32.75,30.759999999999998,36.48,49.71,14.739999999999998,78.2
1574,Fulton County 9539.00,17057953900,366282250,2684,98.55,0.15,1868,1355,95.35,4.65,1277,33.28,66.72,7.19,92.81,43.52,65.61,46.11,31.479999999999997,22.39,54.17,10.219999999999999,78.2
1575,Gallatin County 9727.00,17059972700,416813283,2369,95.57,0.0,1751,1214,90.44,9.56,1079,37.72,62.28,4.64,95.36,38.92,73.49,35.97,27.62,36.419999999999995,49.05,14.11,74.6
1576,Gallatin County 9728.00,17059972800,419600365,2614,96.71,0.69,1878,922,92.41,7.59,1195,51.21,48.79,2.18,97.82,62.97,57.35,56.83,25.02,18.15,55.11,8.73,72.8
1577,Greene County 9736.00,17061973600,567709021,3519,94.52,3.95,2501,1528,96.92,3.08,1172,39.16,60.84,4.54,95.46,47.13,59.92,32.080000000000005,30.709999999999997,37.209999999999994,52.14,19.270000000000003,83.2
1578,Greene County 9737.00,17061973700,11599102,1666,97.3,0.24,1187,658,93.01,6.99,717,41.84,58.16,2.58,97.42,59.84,54.92,50.910000000000004,29.15,19.950000000000003,58.980000000000004,7.41,71.1
1579,Greene County 9738.00,17061973800,589440978,2038,98.92,0.0,1552,1112,94.6,5.4,770,43.25,56.75,9.47,90.53,39.94,64.23,31.300000000000004,23.77,44.92999999999999,52.13,17.400000000000002,77.3
1580,Greene County 9739.00,17061973900,7899938,2356,97.2,1.74,1615,1020,97.75,2.25,944,35.49,64.51,3.56,96.44,56.7,59.69,45.96,32.73,21.300000000000004,62.480000000000004,10.96,75.0
1581,Greene County 9740.00,17061974000,229815870,3409,97.33,0.32,2383,1908,99.74,0.26,1381,35.05,64.95,7.33,92.67,35.19,69.54,33.51,30.200000000000003,36.28,47.71,15.44,78.0
1582,Grundy County 0001.02,17063000102,41667718,7294,90.94,1.67,4629,3988,97.19,2.81,2582,21.03,78.97,2.47,97.53,20.43,85.82,15.950000000000001,23.05,61.0,35.39,29.82,79.8
1583,Grundy County 0001.03,17063000103,45541492,6818,84.1,4.78,3917,3789,93.77,6.23,2296,17.42,82.58,2.73,97.27,23.94,80.28,15.509999999999998,24.66,59.85,25.02,35.76,77.6
1584,Grundy County 0002.00,17063000200,222072185,6967,91.7,1.0,4379,3378,95.0,5.0,2700,27.48,72.52,5.36,94.64,28.98,77.01,22.04,24.630000000000003,53.349999999999994,39.02,24.71,78.3
1585,Grundy County 0003.00,17063000300,5214914,3236,89.37,0.0,2444,1948,96.92,3.08,1521,25.97,74.03,10.91,89.09,38.38,63.38,35.78,28.48,35.76,45.46,26.19,77.1
1586,Grundy County 0004.00,17063000400,8716451,6291,95.66,0.59,4506,2994,98.33,1.67,2709,34.55,65.45,1.94,98.06,35.79,80.31,31.79,28.82,39.38999999999999,35.33,24.05,76.7
1587,Grundy County 0005.00,17063000500,124070862,2838,97.11,0.28,2173,1569,96.43,3.57,1237,32.66,67.34,3.31,96.69,31.47,81.18,13.82,24.409999999999997,61.76,39.17,30.37,79.8
1588,Grundy County 0006.00,17063000600,389966283,3002,98.33,0.0,2036,1601,95.19,4.81,1216,28.04,71.96,4.96,95.04,30.78,76.08,28.37,24.26,47.37,44.06,17.240000000000002,80.0
1589,Grundy County 0007.00,17063000700,92298570,5504,97.69,0.0,3938,2504,96.29,3.71,2383,36.8,63.2,0.69,99.31,37.99,79.09,22.63,37.269999999999996,40.11,41.089999999999996,16.86,77.0
1590,Grundy County 0008.00,17063000800,51429249,4991,96.35,1.38,3305,2811,96.12,3.88,1946,21.69,78.31,4.13,95.87,17.63,83.51,22.709999999999997,18.599999999999998,58.67,37.33,24.72,79.3
1591,Grundy County 0009.00,17063000900,101962820,3857,94.11,0.0,2610,2047,89.69,10.31,1481,30.52,69.48,3.42,96.58,32.54,75.76,25.72,28.08,46.169999999999995,50.69,13.45,78.4
1592,Hamilton County 9731.00,17065973100,26397694,2738,94.12,0.95,1989,1162,97.68,2.32,1196,45.9,54.1,7.91,92.09,42.65,61.87,37.370000000000005,40.05,22.57,43.69,22.78,68.9
1593,Hamilton County 9732.00,17065973200,559659225,2460,95.65,0.0,1863,1181,93.73,6.27,1035,40.39,59.61,14.11,85.89,40.08,63.05,39.51,21.549999999999997,38.94,43.589999999999996,18.849999999999998,76.4
1594,Hamilton County 9733.00,17065973300,539674659,2953,100.0,0.0,1974,1231,97.97,2.03,1135,35.15,64.85,3.96,96.04,32.41,80.22,32.699999999999996,28.46,38.86,44.48,20.009999999999998,87.1
1595,Hancock County 9537.00,17067953700,378935758,2079,94.32,0.0,1560,1026,95.91,4.09,940,36.7,63.3,2.21,97.79,48.26,71.25,41.07,22.339999999999996,36.589999999999996,52.24,17.56,80.5
